player_id,name,role,acted_as_sweeper,diving_save,goals_conceded,minutes_played,punches,saves,saves_inside_box,throws,accurate_passes,assists,chances_created,goals,pass_success,total_shots,blocked_shots,shot_accuracy,shot_off_target,shot_on_target,shots_woodwork,accurate_long_balls,crosses,key_passes,long_balls,passes,touches,aerials_lost,aerials_won,clearances,dispossessed,dribbles_attempted,dribbles_succeeded,duels_lost,duels_won,fouls,interceptions,recoveries,tackles_attempted,tackles_succeeded,was_fouled,is_a_sub,was_subbed,yellow_card,red_card,rating
13,Khalilzadeh Shoja,Defender,NA,NA,NA,12,NA,NA,NA,NA,1,0,0,0,100%,0,0,0%,0,0,0,0,2,0,0,1,4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,NA,NA,5.7
14,Zendejas Alex,Attacker,NA,NA,NA,90,NA,NA,NA,NA,42,0,0,1,86%,2,1,50%,0,1,0,1,2,0,4,49,65,2,2,0,1,2,2,6,10,1,0,8,1,1,5,0,NA,1,NA,7.8
15,Bonny Ange-Yoan,Attacker,NA,NA,NA,90,NA,NA,NA,NA,35,0,0,0,73%,5,2,0%,3,0,0,0,0,0,1,48,66,4,1,1,2,2,1,7,4,0,0,1,2,1,0,0,NA,NA,NA,6.5
16,Gonzalez Armando,Attacker,NA,NA,NA,89,NA,NA,NA,NA,15,0,1,1,45%,2,0,50%,1,1,0,1,1,1,2,33,55,9,12,2,2,4,2,16,18,2,0,2,2,1,2,0,1,1,NA,8.2
17,Dembele Ousmane,Attacker,NA,NA,NA,90,NA,NA,NA,NA,41,2,1,0,85%,1,0,100%,0,1,0,1,0,5,3,48,63,1,0,0,1,2,1,6,3,2,0,2,1,0,1,0,NA,NA,NA,8.6
18,Ozcan Salih,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,23,0,0,0,70%,2,0,0%,2,0,0,0,0,0,6,33,47,3,4,3,0,1,1,4,7,1,2,1,1,1,2,0,NA,NA,NA,7.2
19,Waine Ben,Attacker,NA,NA,NA,62,NA,NA,NA,NA,12,0,0,0,75%,1,0,0%,1,0,0,1,3,0,2,16,34,0,1,0,2,4,3,4,7,0,0,6,2,1,1,0,1,NA,NA,7.1
20,Lukebakio Dodi,Attacker,NA,NA,NA,84,NA,NA,NA,NA,17,0,0,0,68%,5,3,0%,1,0,0,1,0,1,1,25,38,4,2,0,1,3,2,7,4,3,1,0,0,0,0,0,1,NA,NA,6.5
21,Ederson Silva,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,45,0,0,0,94%,0,0,0%,0,0,0,2,0,0,2,48,63,0,0,1,1,5,4,2,7,0,2,6,1,1,2,0,NA,NA,NA,7.5
22,Ait-Nouri Rayan,Defender,NA,NA,NA,90,NA,NA,NA,NA,18,0,1,1,69%,1,0,100%,0,1,0,2,0,0,4,26,34,0,2,4,0,0,0,1,2,1,0,3,0,0,0,0,NA,1,NA,7.8
23,Goncalo Ramos,Attacker,NA,NA,NA,90,NA,NA,NA,NA,37,1,1,1,77%,3,1,33%,1,1,0,0,3,2,1,48,76,0,1,1,0,5,3,5,8,4,1,5,1,1,3,0,NA,NA,NA,8.9
24,Castrop Jens,Defender,NA,NA,NA,90,NA,NA,NA,NA,100,0,0,0,93%,1,0,0%,1,0,0,11,1,1,13,107,113,2,5,0,0,0,0,3,6,1,0,6,1,1,0,0,NA,NA,NA,6.5
25,Deroy Duarte,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,32,0,0,0,84%,0,0,0%,0,0,0,1,8,1,3,38,54,3,2,1,0,0,0,7,4,1,2,4,2,2,0,0,NA,NA,NA,7
26,Ibrahim Bayesh,Midfielder,NA,NA,NA,86,NA,NA,NA,NA,23,0,0,0,88%,0,0,0%,0,0,0,0,0,1,2,26,36,0,0,0,2,4,4,8,5,4,0,3,0,0,1,0,1,1,NA,6.6
27,Degenek Milos,Defender,NA,NA,NA,90,NA,NA,NA,NA,51,0,0,0,77%,1,0,0%,1,0,0,6,0,0,13,66,77,0,3,1,0,4,2,4,7,1,1,10,2,2,0,0,NA,NA,NA,6.2
28,Fletcher Tyler,Midfielder,NA,NA,NA,70,NA,NA,NA,NA,25,0,0,0,64%,0,0,0%,0,0,0,0,4,0,6,39,53,2,0,1,0,0,0,4,2,1,0,7,1,0,1,0,1,NA,NA,5.8
29,Oluwaseyi Tani,Attacker,NA,NA,NA,77,NA,NA,NA,NA,21,0,0,0,66%,1,1,0%,0,0,0,3,5,2,5,32,50,1,0,0,0,2,1,3,2,0,2,8,0,0,1,0,1,NA,NA,6.8
30,James Reece,Defender,NA,NA,NA,90,NA,NA,NA,NA,78,0,0,0,90%,0,0,0%,0,0,0,5,0,0,6,87,96,3,4,1,0,1,1,5,6,0,3,5,0,0,1,0,NA,NA,NA,6.8
31,Rodriguez Kevin,Attacker,NA,NA,NA,21,NA,NA,NA,NA,7,0,0,0,70%,1,0,100%,0,1,0,0,0,0,0,10,12,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,NA,6.2
32,Chaibi Fares,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,54,0,1,1,86%,2,1,50%,0,1,0,2,0,2,3,63,77,1,0,1,1,1,0,4,4,0,0,6,2,1,2,0,NA,NA,NA,8.1
33,Kane Harry,Attacker,NA,NA,NA,90,NA,NA,NA,NA,37,1,1,1,77%,3,1,33%,1,1,0,0,3,2,1,48,76,0,1,1,0,5,3,5,8,4,1,5,1,1,3,0,NA,NA,NA,8.9
34,Dedic Amar,Defender,NA,NA,NA,90,NA,NA,NA,NA,51,0,0,0,89%,0,0,0%,0,0,0,3,0,0,5,57,70,2,7,4,0,0,0,4,8,1,3,2,1,0,0,0,NA,1,NA,7
35,Mastil Melvin,Keeper,0,2,0,90,0,3,2,1,14,NA,NA,NA,,0,0,0%,0,0,0,9,0,0,24,29,34,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,NA,NA,NA,6.8
36,Gutierrez Brian,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,32,0,0,0,80%,0,0,0%,0,0,0,1,1,0,4,40,53,1,0,3,1,1,1,2,3,0,1,7,1,1,1,0,NA,NA,NA,7.1
37,Diaz Brahim,Attacker,NA,NA,NA,90,NA,NA,NA,NA,17,1,1,0,74%,8,2,0%,6,0,0,0,0,1,0,23,37,5,6,0,1,1,1,8,8,2,0,4,1,1,0,0,NA,NA,NA,7.3
38,Celik Zeki,Defender,NA,NA,NA,90,NA,NA,NA,NA,48,0,0,0,89%,0,0,0%,0,0,0,1,0,0,3,54,82,1,1,2,2,4,2,8,6,2,2,6,2,1,1,0,NA,1,NA,6.3
39,Mwene Phillip,Defender,NA,NA,NA,90,NA,NA,NA,NA,60,0,0,0,87%,0,0,0%,0,0,0,3,1,0,8,69,80,0,0,2,0,1,1,1,4,1,1,6,1,0,2,0,NA,NA,NA,6.7
40,Moteb Alharbi,Defender,NA,NA,NA,23,NA,NA,NA,NA,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,11,2,1,4,0,0,0,2,2,0,3,0,0,0,1,1,0,NA,NA,NA
41,Pierre Alexandre,Keeper,0,0,0,90,0,0,0,7,10,NA,NA,NA,,0,0,0%,0,0,0,6,0,0,16,20,28,0,0,0,0,0,0,0,1,0,0,12,1,0,0,0,NA,NA,NA,6
42,Ali Lajami,Defender,NA,NA,NA,90,NA,NA,NA,NA,76,0,0,0,94%,0,0,0%,0,0,0,3,0,0,5,81,91,0,4,3,0,3,3,1,7,1,0,6,0,0,0,0,NA,1,NA,6.8
43,Erlic Martin,Defender,NA,NA,NA,90,NA,NA,NA,NA,58,0,0,0,94%,1,0,0%,1,0,0,2,0,1,3,62,84,0,3,8,0,1,1,0,6,0,4,7,2,1,0,0,NA,NA,NA,5.5
44,Nuno Mendes,Defender,NA,NA,NA,90,NA,NA,NA,NA,52,0,0,0,87%,1,0,0%,1,0,0,11,0,0,15,60,67,4,1,2,0,0,0,6,3,0,1,9,0,0,2,0,NA,NA,NA,6.1
45,Diaz Luis,Attacker,NA,NA,NA,70,NA,NA,NA,NA,8,0,0,0,62%,0,0,0%,0,0,0,0,1,0,0,13,19,3,0,0,0,0,0,5,2,1,0,0,1,1,1,0,1,1,NA,6.2
46,Brady Chris,Keeper,0,2,0,90,0,3,3,2,12,NA,NA,NA,,0,0,0%,0,0,0,5,0,0,21,28,37,0,1,1,0,0,0,1,2,0,0,4,1,1,1,0,NA,NA,NA,7.5
47,Kadioglu Ferdi,Defender,NA,NA,NA,90,NA,NA,NA,NA,30,0,0,0,70%,1,0,100%,0,1,0,9,0,0,18,43,47,4,3,1,0,0,0,4,4,0,1,5,0,0,1,0,NA,NA,NA,5.9
48,Lang Noa,Attacker,NA,NA,NA,59,NA,NA,NA,NA,15,0,0,0,88%,0,0,0%,0,0,0,0,2,0,0,17,26,0,0,0,0,1,1,2,5,1,0,1,0,0,4,0,1,NA,NA,6.6
49,Mofokeng Relebohile,Attacker,NA,NA,NA,88,NA,NA,NA,NA,13,0,0,0,68%,4,0,50%,2,2,0,0,0,2,0,19,38,4,2,1,1,3,2,8,7,1,1,1,0,0,3,0,1,NA,NA,7.5
50,Mabil Awer,Attacker,NA,NA,NA,73,NA,NA,NA,NA,9,0,0,0,60%,4,0,25%,3,1,0,0,4,0,0,15,44,6,2,0,2,5,2,12,5,1,0,2,0,0,1,0,1,NA,NA,5.8
51,Assim Madibo,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,53,0,1,0,83%,2,1,0%,1,0,0,5,5,1,8,64,87,0,0,0,1,3,2,5,8,2,0,13,3,3,3,0,NA,1,NA,7.9
52,Lopez Jose Manuel,Attacker,NA,NA,NA,78,NA,NA,NA,NA,12,2,1,0,80%,0,0,0%,0,0,0,1,2,3,3,15,36,1,0,1,3,3,1,7,3,0,5,3,1,0,1,0,1,NA,NA,8.4
53,Jalal Hassan,Keeper,0,1,0,90,1,3,1,3,19,NA,NA,NA,,0,0,0%,0,0,0,1,0,0,2,20,28,0,1,2,0,0,0,0,1,0,0,3,0,0,0,0,NA,NA,NA,5.6
54,Okafor Noah,Attacker,NA,NA,NA,26,NA,NA,NA,NA,4,0,1,1,67%,1,0,100%,0,1,0,0,1,0,1,6,10,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,NA,NA,7
55,Joao Neves,Midfielder,NA,NA,NA,82,NA,NA,NA,NA,49,2,2,3,91%,8,1,75%,1,6,0,1,1,4,3,54,73,0,0,0,1,3,2,2,5,0,0,5,1,1,2,0,1,NA,NA,9.9
56,Yusuf Abdurisag,Attacker,NA,NA,NA,88,NA,NA,NA,NA,18,0,1,1,86%,1,0,100%,0,1,0,1,0,1,1,21,32,2,1,2,1,3,3,4,4,0,0,2,0,0,1,0,1,NA,NA,7.8
57,Noslin Tyrese,Attacker,NA,NA,NA,88,NA,NA,NA,NA,18,1,1,0,78%,6,2,33%,0,2,0,1,3,1,1,23,45,0,0,2,0,1,1,5,4,0,2,7,0,0,3,0,1,NA,NA,7.8
58,Mpasi Lionel,Keeper,0,0,0,90,0,1,1,5,30,NA,NA,NA,,0,0,0%,0,0,0,2,0,0,5,33,42,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,NA,NA,NA,7.6
59,Sadiki Noah,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,75,0,0,0,91%,7,1,14%,1,1,0,7,0,2,10,82,101,1,1,0,0,2,2,1,4,0,1,6,1,1,0,0,NA,NA,NA,7.4
60,Barcenas Edgar Yoel,Midfielder,NA,NA,NA,66,NA,NA,NA,NA,12,0,0,0,80%,1,0,100%,0,1,0,0,5,0,0,15,29,2,0,0,4,2,1,7,1,0,0,2,0,0,0,0,1,NA,NA,5.8
61,Otamendi Nicolas,Defender,NA,NA,NA,90,NA,NA,NA,NA,59,0,0,0,89%,0,0,0%,0,0,0,1,0,0,5,66,78,2,5,2,0,1,0,5,8,1,1,9,3,1,1,0,NA,1,NA,7.2
62,Minda Alan,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,53,0,0,0,87%,0,0,0%,0,0,0,6,0,0,7,61,77,1,0,0,2,0,0,5,3,0,1,7,3,2,0,0,NA,NA,NA,6.2
63,Diop Issa,Defender,NA,NA,NA,88,NA,NA,NA,NA,46,0,0,0,90%,0,0,0%,0,0,0,1,10,2,3,51,79,0,0,1,0,1,0,1,2,0,1,5,2,1,0,0,1,NA,NA,6.7
64,Affengruber David,Defender,NA,NA,NA,90,NA,NA,NA,NA,30,0,0,0,73%,1,1,0%,0,0,0,0,3,0,2,41,62,0,1,2,1,1,1,2,5,1,0,4,3,1,0,0,NA,NA,NA,6.7
65,Reyna Giovanni,Midfielder,NA,NA,NA,80,NA,NA,NA,NA,25,2,0,0,74%,2,1,50%,0,1,0,0,1,2,0,34,48,0,1,2,1,0,0,5,5,2,1,1,2,0,2,0,1,NA,NA,8.3
66,Shaffelburg Jacob,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,55,0,1,1,86%,1,0,100%,0,1,0,8,3,0,16,64,73,0,2,1,0,0,0,1,3,0,0,9,1,1,0,0,NA,NA,NA,8
67,Konate Ibrahima,Defender,NA,NA,NA,85,NA,NA,NA,NA,40,0,0,0,82%,0,0,0%,0,0,0,6,2,0,9,49,58,0,2,4,0,2,2,2,4,1,0,6,0,0,0,0,1,NA,NA,6.6
68,Curtis Findlay,Attacker,NA,NA,NA,78,NA,NA,NA,NA,7,0,0,0,54%,8,3,25%,3,2,0,0,1,2,0,13,31,1,3,1,1,2,1,5,4,1,0,1,0,0,0,0,1,1,NA,7.3
69,Aymen Hussein,Attacker,NA,NA,NA,90,NA,NA,NA,NA,69,0,0,0,91%,1,1,0%,0,0,0,1,1,1,2,76,104,3,4,1,1,5,4,7,13,1,2,5,2,1,3,0,NA,NA,NA,7.6
70,Karimov Behruzjon,Defender,NA,NA,NA,90,NA,NA,NA,NA,35,0,0,1,88%,3,1,33%,1,1,0,1,1,0,3,40,68,0,2,3,1,0,0,1,7,0,1,6,3,3,2,0,NA,NA,NA,7.8
71,Placide Johny,Keeper,0,1,0,90,0,1,1,2,20,NA,NA,NA,,0,0,0%,0,0,0,5,0,0,11,26,33,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,NA,1,NA,6.2
72,Diatta Krepin,Defender,NA,NA,NA,90,NA,NA,NA,NA,65,0,0,0,94%,1,0,0%,1,0,0,4,0,0,6,69,88,2,1,3,0,1,1,2,6,0,3,16,2,1,2,0,NA,NA,NA,6.1
73,Caceres Sebastian,Defender,NA,NA,NA,90,NA,NA,NA,NA,23,0,0,0,79%,0,0,0%,0,0,0,2,0,0,5,29,34,1,2,2,0,0,0,2,3,1,1,3,1,1,0,0,NA,NA,NA,6
74,St. Clair Dayne,Keeper,0,2,0,90,0,5,1,8,13,NA,NA,NA,,0,0,0%,0,0,0,5,0,0,14,22,35,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,NA,NA,NA,7.8
75,Olveira Gaston,Keeper,0,1,0,90,0,2,2,7,27,NA,NA,NA,,0,0,0%,0,0,0,8,0,0,18,37,49,0,0,1,0,0,0,1,0,0,0,9,0,0,0,0,NA,NA,NA,6.2
76,Izzo Paul,Keeper,0,2,0,90,0,6,3,7,16,NA,NA,NA,,0,0,0%,0,0,0,11,0,0,17,22,35,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,NA,1,NA,6.3
77,Weverton,Keeper,0,3,0,90,0,5,2,13,12,NA,NA,NA,,0,0,0%,0,0,0,3,0,0,8,17,37,0,1,0,0,0,0,0,1,0,0,14,0,0,0,0,NA,NA,NA,5.7
78,Partey Thomas,Midfielder,NA,NA,NA,29,NA,NA,NA,NA,13,0,0,0,81%,0,0,0%,0,0,0,3,1,1,3,16,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,6.1
79,Patterson Nathan,Defender,NA,NA,NA,77,NA,NA,NA,NA,16,0,0,0,70%,2,0,50%,1,1,0,1,3,0,3,23,45,0,0,1,1,0,0,4,2,3,0,2,1,0,1,0,1,NA,NA,5.8
80,Spence Djed,Defender,NA,NA,NA,90,NA,NA,NA,NA,23,0,0,0,68%,0,0,0%,0,0,0,2,0,0,7,34,55,1,2,3,2,1,0,9,6,4,1,6,2,1,2,0,NA,1,NA,6.3
81,Ayoub Aloui,Defender,NA,NA,NA,90,NA,NA,NA,NA,16,0,0,0,73%,0,0,0%,0,0,0,2,0,0,6,22,33,2,1,2,0,0,0,3,3,1,2,3,2,2,0,0,NA,NA,NA,7.1
82,Abdulaziz Hatem,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,63,0,1,1,86%,1,0,100%,0,1,0,3,0,1,3,73,86,0,0,0,1,3,2,4,5,2,0,9,2,1,1,0,NA,NA,NA,8.2
83,Joao Felix,Attacker,NA,NA,NA,77,NA,NA,NA,NA,10,0,0,0,59%,0,0,0%,0,0,0,0,2,1,0,17,35,0,0,0,1,4,1,6,3,1,2,6,1,0,1,0,1,1,NA,6.6
84,Alvarez Edson,Defender,NA,NA,NA,15,NA,NA,NA,NA,9,0,0,0,90%,1,0,0%,1,0,0,0,0,0,0,10,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,6.1
85,Ndicka Evan,Defender,NA,NA,NA,90,NA,NA,NA,NA,25,0,0,0,89%,0,0,0%,0,0,0,6,0,0,8,28,32,0,0,3,0,0,0,1,1,0,0,3,1,0,0,0,NA,NA,NA,4.8
86,Vega Alexis,Attacker,NA,NA,NA,87,NA,NA,NA,NA,17,1,1,1,65%,5,1,40%,2,2,0,1,1,1,2,26,47,1,2,1,2,2,1,5,5,1,0,2,1,1,1,0,1,NA,NA,8.4
87,Guiagon Parfait,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,36,0,0,0,90%,2,0,0%,2,0,0,0,6,1,1,40,57,1,0,0,1,0,0,3,3,2,2,5,2,1,1,0,NA,NA,NA,6.8
88,Lammens Senne,Keeper,0,1,0,90,0,3,3,4,26,NA,NA,NA,,0,0,0%,0,0,0,4,0,0,10,32,40,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,NA,NA,NA,7.5
89,Rieder Fabian,Midfielder,NA,NA,NA,60,NA,NA,NA,NA,31,0,0,0,79%,1,0,100%,0,1,0,7,0,1,10,39,48,0,0,2,0,1,1,1,3,1,0,3,2,1,0,0,1,NA,NA,6.2
90,Sarr Ismaila,Attacker,NA,NA,NA,82,NA,NA,NA,NA,9,0,0,0,64%,1,0,0%,1,0,0,1,1,0,1,14,31,1,2,0,1,3,1,7,4,3,1,1,0,0,1,0,1,NA,NA,5.9
91,Boxall Michael,Defender,NA,NA,NA,78,NA,NA,NA,NA,20,0,1,0,83%,0,0,0%,0,0,0,1,4,3,3,24,40,1,0,3,0,1,0,5,3,2,0,5,2,1,1,0,1,1,NA,5.2
92,Chong Tahith,Midfielder,NA,NA,NA,85,NA,NA,NA,NA,29,1,1,0,71%,2,1,50%,0,1,0,1,6,6,1,41,66,2,2,0,4,5,3,9,8,0,1,5,1,0,2,0,1,NA,NA,8.1
93,Mohamed Alaa,Keeper,0,2,0,90,0,6,4,2,32,NA,NA,NA,,0,0,0%,0,0,0,7,0,0,21,46,56,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,NA,NA,NA,7.7
94,Foster Lyle,Attacker,NA,NA,NA,83,NA,NA,NA,NA,11,0,0,0,65%,2,0,100%,0,2,0,0,0,0,0,17,31,5,2,0,3,2,1,10,6,1,0,2,1,1,2,0,1,1,NA,6.5
95,Pickford Jordan,Keeper,0,3,0,90,0,5,2,13,12,NA,NA,NA,,0,0,0%,0,0,0,3,0,0,8,17,37,0,1,0,0,0,0,0,1,0,0,14,0,0,0,0,NA,NA,NA,5.7
96,Obispo Armando,Defender,NA,NA,NA,90,NA,NA,NA,NA,35,0,0,0,85%,0,0,0%,0,0,0,0,4,0,2,41,74,1,0,1,3,3,3,10,8,2,2,4,2,1,3,0,NA,NA,NA,6.8
97,Jo Hyeonwoo,Keeper,0,0,0,90,1,3,1,4,23,NA,NA,NA,,0,0,0%,0,0,0,4,0,0,6,25,35,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,NA,NA,NA,7.2
98,Diomande Yan,Attacker,NA,NA,NA,90,NA,NA,NA,NA,51,0,0,0,82%,0,0,0%,0,0,0,1,2,1,3,62,87,1,1,2,1,3,3,6,9,1,1,12,3,2,2,0,NA,NA,NA,6.7
99,Mostafa Shoubir,Keeper,0,0,0,90,0,4,3,12,18,NA,NA,NA,,0,0,0%,0,0,0,7,0,0,13,24,45,0,1,1,0,0,0,0,1,0,0,14,0,0,0,0,NA,NA,NA,7.7
100,Demiral Merih,Defender,NA,NA,NA,90,NA,NA,NA,NA,28,0,0,0,74%,0,0,0%,0,0,0,2,0,0,8,38,53,1,2,6,0,1,1,2,4,1,2,9,0,0,2,0,NA,NA,NA,6.5
101,Oulai Christ Inao,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,82,0,1,0,90%,0,0,0%,0,0,0,8,0,5,11,91,109,2,1,0,2,1,1,6,6,1,1,14,1,1,3,0,NA,1,NA,7
102,Chytil Mojmir,Attacker,NA,NA,NA,66,NA,NA,NA,NA,14,0,0,0,88%,1,1,0%,0,0,0,1,1,1,1,16,23,2,0,0,0,1,1,3,1,1,0,3,0,0,0,0,1,NA,NA,5.9
103,Arcus Carlens,Defender,NA,NA,NA,90,NA,NA,NA,NA,33,0,1,0,77%,1,0,0%,1,0,0,3,0,4,6,43,80,2,0,3,2,4,2,6,6,0,2,2,3,1,1,0,NA,NA,NA,7.7
104,Wirtz Florian,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,16,0,0,0,80%,4,0,50%,2,2,0,0,0,2,0,20,41,1,0,0,1,5,3,6,6,0,0,4,1,0,2,0,NA,NA,NA,7.6
105,Nygren Benjamin,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,55,0,0,0,87%,1,0,0%,1,0,0,3,0,1,3,63,86,2,0,1,0,5,4,11,11,3,1,8,5,4,2,0,NA,1,NA,7.2
106,Tanaka Ao,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,45,0,0,0,90%,0,0,0%,0,0,0,1,4,5,1,50,74,0,0,0,2,4,2,6,4,0,0,0,1,0,1,0,NA,NA,NA,6.8
107,Nasser Aldawsari,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,57,0,0,0,88%,0,0,0%,0,0,0,3,0,0,3,65,73,1,1,1,0,0,0,5,4,3,2,13,2,1,1,0,NA,1,NA,6.9
108,Dest Sergino,Defender,NA,NA,NA,90,NA,NA,NA,NA,61,0,0,0,95%,1,0,0%,1,0,0,0,0,0,1,64,72,2,3,4,0,0,0,4,4,2,0,3,0,0,1,0,NA,NA,NA,6.5
109,Rahman Baba,Defender,NA,NA,NA,62,NA,NA,NA,NA,9,0,0,0,60%,0,0,0%,0,0,0,0,1,0,1,15,25,0,1,1,0,0,0,0,2,0,1,3,1,0,0,0,1,NA,NA,6.7
110,Goncalo Inacio,Defender,NA,NA,NA,90,NA,NA,NA,NA,18,0,0,0,75%,0,0,0%,0,0,0,3,2,1,5,24,59,1,0,2,0,5,4,2,12,0,3,8,8,4,0,0,NA,NA,NA,8.1
111,Lukic Jovo,Attacker,NA,NA,NA,90,NA,NA,NA,NA,33,0,0,0,85%,5,0,20%,4,1,0,2,2,1,2,39,61,0,1,0,1,6,5,4,7,2,0,6,1,0,0,0,NA,1,NA,7.5
112,De Winter Koni,Defender,NA,NA,NA,90,NA,NA,NA,NA,16,0,0,0,62%,0,0,0%,0,0,0,0,1,0,3,26,48,5,1,7,0,0,0,6,4,2,1,4,3,2,0,0,NA,NA,NA,7
113,Behich Aziz,Defender,NA,NA,NA,90,NA,NA,NA,NA,21,0,0,0,72%,0,0,0%,0,0,0,4,0,0,4,29,44,5,4,5,0,0,0,7,10,2,0,5,1,1,5,0,NA,NA,NA,6.3
114,Sanabria Antonio,Attacker,NA,NA,NA,8,NA,NA,NA,NA,3,0,0,0,100%,1,0,0%,1,0,0,0,0,0,0,3,7,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,NA,NA,NA
115,Sanabria Juan Manuel,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,29,0,0,0,64%,1,0,0%,1,0,0,6,0,0,10,45,59,3,3,1,2,2,1,9,5,3,1,5,1,1,0,0,NA,1,NA,6
