ano_campeonato,rodada,estadio,publico,publico_max,publico_medio_mandante,colocacao_mandante,colocacao_visitante,time_mandante,time_visitante,gols_mandante,gols_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,resultado_mandante,resultado_ultimo_jogo_mandante,saldo_gols_ultimo_jogo_mandante,sequencia_vitoria_mandante,sequencia_derrota_mandante,resultado_ultimo_jogo_visitante,saldo_gols_ultimo_jogo_visitante,sequencia_vitoria_visitante,sequencia_derrota_visitante
2017,3,Estádio São Januário,19082.0,24584.0,19056.0,14.0,2.0,Vasco da Gama,Fluminense,3.0,2.0,9950000.0,21500000.0,1,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0
2017,3,Estádio Urbano Caldeira,7025.0,20120.0,6473.0,12.0,5.0,Santos FC,Cruzeiro,0.0,1.0,26450000.0,27750000.0,-1,1.0,1.0,1.0,0.0,-0.0,0.0,3.0,0.0
2017,3,Estádio Raimundo Sampaio,19553.0,23018.0,17849.0,15.0,10.0,Atlético-MG,Ponte Preta,2.0,2.0,38500000.0,8900000.0,0,-1.0,-1.0,0.0,1.0,-1.0,-2.0,0.0,1.0
2017,3,Estádio Olímpico Nilton Santos,7886.0,46931.0,8523.0,13.0,7.0,Botafogo,EC Bahia,1.0,0.0,11300000.0,12750000.0,1,1.0,2.0,1.0,0.0,-1.0,-1.0,0.0,1.0
2017,3,Estádio Cícero Pompeu de Toledo,33288.0,67428.0,22857.5,11.0,8.0,São Paulo,Palmeiras,2.0,0.0,37150000.0,29900000.0,1,1.0,2.0,1.0,0.0,-1.0,-1.0,0.0,1.0
2017,3,Estádio Adelmar da Costa Carvalho,3441.0,35000.0,3462.5,18.0,1.0,Sport Recife,Grêmio,4.0,3.0,17500000.0,8350000.0,1,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0
2017,4,Allianz Parque,34240.0,43600.0,33832.5,14.0,16.0,Palmeiras,Atlético-MG,0.0,0.0,25650000.0,29350000.0,0,-1.0,-2.0,0.0,2.0,0.0,0.0,1.0,0.0
2017,4,Arena Fonte Nova,13364.0,55000.0,10745.5,13.0,20.0,EC Bahia,Atlético-GO,3.0,0.0,,,1,-1.0,-1.0,0.0,2.0,-1.0,-1.0,0.0,3.0
2017,4,Arena do Grêmio,22579.0,60540.0,21434.0,4.0,9.0,Grêmio,Vasco da Gama,2.0,0.0,28300000.0,10650000.0,1,-1.0,-1.0,0.0,1.0,1.0,1.0,2.0,0.0
2017,4,Neo Química Arena,40169.0,49205.0,35819.5,2.0,15.0,Corinthians,Santos FC,2.0,0.0,21500000.0,26950000.0,1,1.0,1.0,4.0,0.0,-1.0,-1.0,0.0,1.0
2017,4,Estádio Moisés Lucarelli,5711.0,19728.0,4407.5,11.0,6.0,Ponte Preta,São Paulo,1.0,0.0,9000000.0,34150000.0,1,-0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0
2017,4,Estádio Aderbal Ramos da Silva,4646.0,17800.0,4722.0,18.0,12.0,Avaí FC,Sport Recife,1.0,0.0,6700000.0,17850000.0,1,-1.0,-2.0,0.0,2.0,1.0,1.0,2.0,0.0
2017,4,Estádio Jornalista Mário Filho,13801.0,82238.0,12818.0,7.0,17.0,Fluminense,EC Vitória,2.0,1.0,18750000.0,13100000.0,1,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,2.0
2017,4,Estádio Governador Magalhães Pinto,16591.0,57483.0,11559.5,3.0,1.0,Cruzeiro,Chapecoense,0.0,2.0,22150000.0,12400000.0,-1,1.0,1.0,4.0,0.0,1.0,2.0,4.0,0.0
2017,4,Estádio Major Antônio Couto Pereira,15442.0,37182.0,13307.5,5.0,19.0,Coritiba FC,Atlético-PR,1.0,0.0,11700000.0,22000000.0,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2017,4,Estádio General Sílvio Raulino de Oliveira,10577.0,21000.0,30398.5,10.0,8.0,Flamengo,Botafogo,0.0,0.0,22600000.0,9900000.0,0,-0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0
2017,5,Arena Condá,14403.0,22600.0,10304.666666666666,1.0,3.0,Chapecoense,Grêmio,3.0,6.0,12050000.0,28300000.0,-1,1.0,2.0,5.0,0.0,1.0,2.0,1.0,0.0
2017,5,Arena Fonte Nova,18917.0,55000.0,13469.333333333334,9.0,8.0,EC Bahia,Cruzeiro,1.0,0.0,,,1,1.0,3.0,1.0,0.0,-1.0,-2.0,0.0,1.0
2017,5,Estádio São Januário,16288.0,24584.0,18133.333333333332,12.0,2.0,Vasco da Gama,Corinthians,2.0,5.0,9950000.0,20000000.0,-1,-1.0,-2.0,0.0,1.0,1.0,2.0,5.0,0.0
2017,5,Estádio Raimundo Sampaio,12648.0,23018.0,16115.333333333334,16.0,14.0,Atlético-MG,Avaí FC,1.0,0.0,32100000.0,5900000.0,1,-0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0
2017,5,Estádio Jornalista Mário Filho,13029.0,82238.0,12888.333333333334,5.0,19.0,Fluminense,Atlético-PR,1.0,1.0,17380000.0,17750000.0,0,1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,1.0
2017,5,Estádio Cícero Pompeu de Toledo,12536.0,67428.0,19417.0,11.0,18.0,São Paulo,EC Vitória,2.0,0.0,28900000.0,14800000.0,1,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,3.0
2017,5,Estádio Adelmar da Costa Carvalho,12617.0,35000.0,6514.0,15.0,10.0,Sport Recife,Flamengo,2.0,0.0,15800000.0,26500000.0,1,-1.0,-1.0,0.0,1.0,0.0,0.0,5.0,0.0
2017,5,Estádio Major Antônio Couto Pereira,17784.0,37182.0,14799.666666666666,4.0,13.0,Coritiba FC,Palmeiras,1.0,0.0,12100000.0,18850000.0,1,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
2017,5,Estádio Olímpico Pedro Ludovico Teixeira,1818.0,13500.0,8558.0,20.0,6.0,Atlético-GO,Ponte Preta,3.0,0.0,5400000.0,8000000.0,1,-1.0,-3.0,0.0,4.0,1.0,1.0,2.0,0.0
2017,5,Estádio Municipal Paulo Machado de Carvalho,14486.0,20120.0,9144.0,17.0,7.0,Santos FC,Botafogo,1.0,0.0,22550000.0,8400000.0,1,-1.0,-2.0,0.0,2.0,-0.0,0.0,3.0,0.0
2017,6,Allianz Parque,33066.0,43600.0,33577.0,16.0,4.0,Palmeiras,Fluminense,3.0,1.0,23400000.0,15530000.0,1,-1.0,-1.0,0.0,1.0,0.0,0.0,2.0,0.0
2017,6,Arena da Baixada,20493.0,42372.0,19220.0,19.0,14.0,Atlético-PR,Santos FC,0.0,2.0,18750000.0,23250000.0,-1,-0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2017,6,Arena do Grêmio,22103.0,60540.0,21657.0,2.0,6.0,Grêmio,EC Bahia,1.0,0.0,,,1,1.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0
2017,6,Neo Química Arena,42443.0,49205.0,38027.333333333336,1.0,7.0,Corinthians,São Paulo,3.0,2.0,21000000.0,30400000.0,1,1.0,3.0,6.0,0.0,1.0,2.0,1.0,0.0
2017,6,Estádio São Januário,10273.0,24584.0,16168.25,15.0,11.0,Vasco da Gama,Sport Recife,2.0,1.0,8700000.0,14050000.0,1,-1.0,-3.0,0.0,2.0,1.0,2.0,1.0,0.0
2017,6,Estádio Manoel Barradas,6812.0,35632.0,10315.333333333334,20.0,13.0,EC Vitória,Atlético-MG,2.0,0.0,14050000.0,34100000.0,1,-1.0,-2.0,0.0,4.0,1.0,1.0,3.0,0.0
2017,6,Estádio Moisés Lucarelli,4105.0,19728.0,4306.666666666667,8.0,5.0,Ponte Preta,Chapecoense,3.0,2.0,9700000.0,11150000.0,1,-1.0,-3.0,0.0,1.0,-1.0,-3.0,0.0,1.0
2017,6,Estádio Aderbal Ramos da Silva,13446.0,17800.0,7630.0,17.0,12.0,Avaí FC,Flamengo,1.0,1.0,6750000.0,22100000.0,0,-1.0,-1.0,0.0,1.0,-1.0,-2.0,0.0,1.0
2017,6,Estádio Olímpico Nilton Santos,17537.0,46931.0,11527.666666666666,9.0,3.0,Botafogo,Coritiba FC,2.0,2.0,9400000.0,12750000.0,0,-1.0,-1.0,0.0,1.0,1.0,1.0,3.0,0.0
2017,6,Estádio Governador Magalhães Pinto,7263.0,57483.0,10127.333333333334,10.0,18.0,Cruzeiro,Atlético-GO,2.0,0.0,23500000.0,5600000.0,1,-1.0,-1.0,0.0,2.0,1.0,3.0,1.0,0.0
2017,7,Arena Condá,10033.0,22600.0,10236.75,4.0,11.0,Chapecoense,Vasco da Gama,2.0,1.0,12050000.0,9600000.0,1,-1.0,-1.0,0.0,2.0,1.0,1.0,1.0,0.0
2017,7,Neo Química Arena,30465.0,49205.0,36136.75,1.0,6.0,Corinthians,Cruzeiro,1.0,0.0,21000000.0,24500000.0,1,1.0,1.0,7.0,0.0,1.0,2.0,1.0,0.0
2017,7,Estádio Luso Brasileiro,13981.0,20000.0,24926.0,14.0,5.0,Flamengo,Ponte Preta,2.0,0.0,19850000.0,10500000.0,1,-0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2017,7,Estádio Manoel Barradas,8877.0,35632.0,9955.75,18.0,12.0,EC Vitória,Botafogo,2.0,2.0,14050000.0,10400000.0,0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
2017,7,Estádio Urbano Caldeira,10143.0,20120.0,9393.75,10.0,13.0,Santos FC,Palmeiras,1.0,0.0,32250000.0,19900000.0,1,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0
2017,7,Estádio Raimundo Sampaio,10924.0,23018.0,14817.5,16.0,20.0,Atlético-MG,Atlético-PR,0.0,1.0,30000000.0,15850000.0,-1,-1.0,-2.0,0.0,1.0,-1.0,-2.0,0.0,1.0
2017,7,Estádio Jornalista Mário Filho,10273.0,82238.0,12234.5,7.0,2.0,Fluminense,Grêmio,0.0,2.0,16400000.0,30050000.0,-1,-1.0,-2.0,0.0,1.0,1.0,1.0,3.0,0.0
2017,7,Estádio Adelmar da Costa Carvalho,11904.0,35000.0,7861.5,15.0,9.0,Sport Recife,São Paulo,0.0,0.0,13150000.0,27150000.0,0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,1.0
2017,7,Estádio Major Antônio Couto Pereira,19534.0,37182.0,15983.25,3.0,8.0,Coritiba FC,EC Bahia,0.0,0.0,,,0,-0.0,0.0,4.0,0.0,-1.0,-1.0,0.0,1.0
2017,7,Estádio Olímpico Pedro Ludovico Teixeira,2572.0,13500.0,7061.5,19.0,17.0,Atlético-GO,Avaí FC,3.0,1.0,5450000.0,6150000.0,1,-1.0,-2.0,0.0,1.0,0.0,0.0,1.0,0.0
2017,8,Arena Condá,11603.0,22600.0,10510.0,4.0,12.0,Chapecoense,Botafogo,0.0,2.0,12300000.0,10400000.0,-1,1.0,1.0,1.0,0.0,-0.0,0.0,2.0,0.0
2017,8,Arena Fonte Nova,33621.0,55000.0,18507.25,6.0,15.0,EC Bahia,Palmeiras,2.0,4.0,,,-1,-0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0
2017,8,Estádio São Januário,10993.0,24584.0,15133.2,13.0,19.0,Vasco da Gama,Avaí FC,1.0,0.0,9700000.0,5550000.0,1,-1.0,-1.0,0.0,1.0,-1.0,-2.0,0.0,1.0
2017,8,Estádio Jornalista Mário Filho,14632.0,82238.0,12714.0,11.0,8.0,Fluminense,Flamengo,2.0,2.0,17250000.0,18950000.0,0,-1.0,-2.0,0.0,2.0,1.0,2.0,2.0,0.0
2017,8,Estádio Cícero Pompeu de Toledo,22704.0,67428.0,20238.75,7.0,16.0,São Paulo,Atlético-MG,1.0,2.0,30150000.0,27850000.0,-1,-0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,2.0
2017,8,Estádio Adelmar da Costa Carvalho,7135.0,35000.0,7716.2,14.0,18.0,Sport Recife,EC Vitória,1.0,3.0,17900000.0,15000000.0,-1,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2017,8,Estádio Governador Magalhães Pinto,17327.0,57483.0,11927.25,9.0,2.0,Cruzeiro,Grêmio,3.0,3.0,22900000.0,30050000.0,0,-1.0,-1.0,0.0,1.0,1.0,2.0,4.0,0.0
2017,8,Estádio Major Antônio Couto Pereira,23824.0,37182.0,17551.4,3.0,1.0,Coritiba FC,Corinthians,0.0,0.0,11600000.0,24000000.0,0,0.0,0.0,5.0,0.0,1.0,1.0,8.0,0.0
2017,8,Estádio Olímpico Pedro Ludovico Teixeira,4420.0,13500.0,6533.2,17.0,20.0,Atlético-GO,Atlético-PR,0.0,1.0,5400000.0,21500000.0,-1,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
2017,8,Estádio Municipal Paulo Machado de Carvalho,19984.0,37730.0,11511.8,5.0,10.0,Santos FC,Ponte Preta,0.0,0.0,32250000.0,13300000.0,0,1.0,1.0,3.0,0.0,-1.0,-2.0,0.0,1.0
2017,9,Allianz Parque,29014.0,43600.0,32436.25,13.0,19.0,Palmeiras,Atlético-GO,1.0,0.0,28700000.0,5300000.0,1,1.0,2.0,1.0,0.0,-1.0,-1.0,0.0,1.0
2017,9,Arena da Baixada,19150.0,42372.0,19202.5,18.0,14.0,Atlético-PR,São Paulo,1.0,0.0,20250000.0,31400000.0,1,1.0,1.0,2.0,0.0,-1.0,-1.0,0.0,1.0
2017,9,Arena do Grêmio,19035.0,60540.0,21001.5,2.0,3.0,Grêmio,Coritiba FC,2.0,0.0,25550000.0,11600000.0,1,-0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0
2017,9,Neo Química Arena,34250.0,49205.0,35759.4,1.0,12.0,Corinthians,EC Bahia,3.0,0.0,,,1,-0.0,0.0,9.0,0.0,-1.0,-2.0,0.0,1.0
2017,9,Estádio Luso Brasileiro,14632.0,20000.0,22352.5,8.0,5.0,Flamengo,Chapecoense,5.0,1.0,22450000.0,11900000.0,1,-0.0,0.0,3.0,0.0,-1.0,-2.0,0.0,1.0
2017,9,Estádio Manoel Barradas,8179.0,35632.0,9600.4,16.0,4.0,EC Vitória,Santos FC,0.0,2.0,15500000.0,22500000.0,-1,1.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0
2017,9,Estádio Raimundo Sampaio,12027.0,23018.0,14259.4,15.0,17.0,Atlético-MG,Sport Recife,2.0,2.0,30000000.0,19900000.0,0,1.0,1.0,1.0,0.0,-1.0,-2.0,0.0,1.0
2017,9,Estádio Moisés Lucarelli,4465.0,19728.0,4346.25,10.0,9.0,Ponte Preta,Cruzeiro,1.0,0.0,13050000.0,17250000.0,1,-0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2017,9,Estádio Aderbal Ramos da Silva,5239.0,17800.0,7032.25,20.0,11.0,Avaí FC,Fluminense,0.0,3.0,6600000.0,16200000.0,-1,-1.0,-1.0,0.0,2.0,0.0,0.0,1.0,0.0
2017,9,Estádio Olímpico Nilton Santos,15048.0,46931.0,12407.75,6.0,7.0,Botafogo,Vasco da Gama,3.0,1.0,10400000.0,9700000.0,1,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0
2017,10,Arena Condá,8502.0,22600.0,10175.333333333334,10.0,16.0,Chapecoense,Atlético-MG,0.0,1.0,9650000.0,19600000.0,-1,-1.0,-4.0,0.0,2.0,0.0,0.0,2.0,0.0
2017,10,Arena Fonte Nova,21929.0,55000.0,19191.6,15.0,6.0,EC Bahia,Flamengo,0.0,1.0,,,-1,-1.0,-3.0,0.0,2.0,1.0,4.0,4.0,0.0
2017,10,Arena da Baixada,17784.0,42372.0,18918.8,13.0,18.0,Atlético-PR,EC Vitória,4.0,1.0,16750000.0,16500000.0,1,1.0,1.0,3.0,0.0,-1.0,-2.0,0.0,1.0
2017,10,Arena do Grêmio,54022.0,60540.0,27605.6,2.0,1.0,Grêmio,Corinthians,0.0,1.0,29300000.0,20250000.0,-1,1.0,2.0,6.0,0.0,1.0,3.0,10.0,0.0
2017,10,Estádio São Januário,20658.0,24584.0,16054.0,11.0,19.0,Vasco da Gama,Atlético-GO,1.0,0.0,9700000.0,5650000.0,1,-1.0,-2.0,0.0,1.0,-1.0,-1.0,0.0,2.0
2017,10,Estádio Urbano Caldeira,7272.0,20120.0,10805.166666666666,3.0,17.0,Santos FC,Sport Recife,0.0,1.0,30000000.0,14550000.0,-1,1.0,2.0,5.0,0.0,-0.0,0.0,1.0,0.0
2017,10,Estádio Moisés Lucarelli,6051.0,19728.0,4687.2,8.0,9.0,Ponte Preta,Palmeiras,1.0,2.0,13050000.0,27400000.0,-1,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0
2017,10,Estádio Olímpico Nilton Santos,22819.0,46931.0,14490.0,4.0,20.0,Botafogo,Avaí FC,0.0,2.0,13050000.0,6200000.0,-1,1.0,2.0,4.0,0.0,-1.0,-3.0,0.0,3.0
2017,10,Estádio Cícero Pompeu de Toledo,17742.0,67428.0,19739.4,14.0,7.0,São Paulo,Fluminense,1.0,1.0,27700000.0,17900000.0,0,-1.0,-1.0,0.0,2.0,1.0,3.0,2.0,0.0
2017,10,Estádio Governador Magalhães Pinto,11770.0,57483.0,11895.8,12.0,5.0,Cruzeiro,Coritiba FC,2.0,0.0,22900000.0,10850000.0,1,-1.0,-1.0,0.0,1.0,-1.0,-2.0,0.0,1.0
2017,11,Neo Química Arena,40341.0,49205.0,36523.0,1.0,6.0,Corinthians,Botafogo,1.0,0.0,22500000.0,10050000.0,1,1.0,1.0,11.0,0.0,-1.0,-2.0,0.0,1.0
2017,11,Estádio Luso Brasileiro,17302.0,20000.0,21342.4,3.0,16.0,Flamengo,São Paulo,2.0,0.0,31950000.0,28900000.0,1,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0
2017,11,Estádio Manoel Barradas,10741.0,35632.0,9790.5,18.0,17.0,EC Vitória,EC Bahia,0.0,0.0,,,0,-1.0,-3.0,0.0,2.0,-1.0,-1.0,0.0,3.0
2017,11,Estádio Giulite Coutinho,7536.0,12150.0,11851.0,7.0,14.0,Fluminense,Chapecoense,3.0,3.0,15500000.0,7850000.0,0,-0.0,0.0,3.0,0.0,-1.0,-1.0,0.0,3.0
2017,11,Estádio Raimundo Sampaio,17251.0,23018.0,14758.0,13.0,10.0,Atlético-MG,Cruzeiro,3.0,1.0,23850000.0,22900000.0,1,1.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0
2017,11,Estádio Aderbal Ramos da Silva,5899.0,17800.0,6805.6,19.0,11.0,Avaí FC,Ponte Preta,0.0,0.0,6550000.0,12250000.0,0,1.0,2.0,1.0,0.0,-1.0,-1.0,0.0,1.0
2017,11,Estádio Durival Britto e Silva,8020.0,20083.0,15962.833333333334,8.0,9.0,Coritiba FC,Vasco da Gama,2.0,2.0,11600000.0,9550000.0,0,-1.0,-2.0,0.0,2.0,1.0,1.0,1.0,0.0
2017,11,Estádio Adelmar da Costa Carvalho,11031.0,35000.0,8268.666666666666,15.0,12.0,Sport Recife,Atlético-PR,1.0,0.0,19900000.0,11250000.0,1,1.0,1.0,2.0,0.0,1.0,3.0,4.0,0.0
2017,11,Estádio Olímpico Pedro Ludovico Teixeira,5898.0,13500.0,6427.333333333333,20.0,5.0,Atlético-GO,Santos FC,1.0,1.0,6250000.0,16200000.0,0,-1.0,-1.0,0.0,3.0,-1.0,-1.0,0.0,1.0
2017,11,Estádio Municipal Paulo Machado de Carvalho,29075.0,37730.0,31764.0,4.0,2.0,Palmeiras,Grêmio,1.0,0.0,22050000.0,14250000.0,1,1.0,1.0,3.0,0.0,-1.0,-1.0,0.0,1.0
2017,12,Arena Condá,9689.0,22600.0,10105.857142857143,15.0,14.0,Chapecoense,Atlético-PR,1.0,1.0,10100000.0,18500000.0,0,-0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0
2017,12,Arena Fonte Nova,18267.0,55000.0,19037.5,16.0,6.0,EC Bahia,Fluminense,1.0,1.0,,,0,-0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
2017,12,Arena do Grêmio,29268.0,60540.0,27882.666666666668,2.0,19.0,Grêmio,Avaí FC,0.0,2.0,25650000.0,6550000.0,-1,-1.0,-1.0,0.0,2.0,0.0,0.0,2.0,0.0
2017,12,Neo Química Arena,32877.0,49205.0,36002.142857142855,1.0,11.0,Corinthians,Ponte Preta,2.0,0.0,19000000.0,13500000.0,1,1.0,1.0,12.0,0.0,-0.0,0.0,1.0,0.0
2017,12,Estádio Serra Dourada,2857.0,50049.0,5917.285714285715,20.0,18.0,Atlético-GO,EC Vitória,1.0,2.0,5350000.0,14550000.0,-1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2017,12,Estádio São Januário,19622.0,24584.0,16563.714285714286,9.0,3.0,Vasco da Gama,Flamengo,0.0,1.0,12600000.0,30950000.0,-1,-0.0,0.0,2.0,0.0,1.0,2.0,6.0,0.0
2017,12,Estádio Urbano Caldeira,10322.0,20120.0,10736.142857142857,5.0,17.0,Santos FC,São Paulo,3.0,2.0,32050000.0,29280000.0,1,-0.0,0.0,1.0,0.0,-1.0,-2.0,0.0,1.0
2017,12,Estádio Olímpico Nilton Santos,8443.0,46931.0,13482.166666666666,10.0,7.0,Botafogo,Atlético-MG,1.0,1.0,11850000.0,27600000.0,0,-1.0,-1.0,0.0,2.0,1.0,2.0,4.0,0.0
2017,12,Estádio Governador Magalhães Pinto,19090.0,57483.0,13094.833333333334,13.0,4.0,Cruzeiro,Palmeiras,3.0,1.0,23750000.0,33500000.0,1,-1.0,-2.0,0.0,1.0,1.0,1.0,4.0,0.0
2017,12,Estádio Major Antônio Couto Pereira,14084.0,37182.0,15694.42857142857,8.0,12.0,Coritiba FC,Sport Recife,0.0,3.0,12100000.0,17150000.0,-1,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0
